,bot,bot_rank,user,user_rank,user_color,winner,outcome,ranked
24605156,katrain-10k,9.526005319743366,arcadiaks666,6.2625374538541045,white,white,82.5 points,True
24614780,katrain-10k,8.377702048431932,atgg33,12.250498824814397,black,white,Resignation,False
24609986,katrain-2k,0.12761940283480655,jbuddha,10.651572786430172,black,white,Resignation,False
24610652,katrain-2k,0.07801555332334686,alasoft,6.841131096246247,black,white,16.5 points,True
24666687,katrain-local,2.998687823216013,Gordan,2.6039175174873854,black,white,Resignation,True
24605479,katrain-weighted,2.7635741381915544,hyunsan,6.992476868868639,black,white,7.5 points,False
24600383,katrain-10k,10.133381366765168,heavenlyalchemy,6.376849377183309,white,black,Resignation,True
24610674,katrain-10k,8.621665317407274,Jeff Sessions,8.9760652501475,black,white,Resignation,False
24614970,katrain-10k,8.35069357511427,atgg33,12.250498824814397,black,white,Resignation,False
24612732,katrain-weighted,2.122131255795189,CalmTilt,2.6869014586304907,black,white,6.5 points,True
24611009,katrain-2k,0.030770524078921113,alasoft,6.888714911761372,black,white,15.5 points,True
24670130,katrain-10k,9.758248668312902,bledsox,8.384263559633236,white,black,Resignation,True
24615096,katrain-10k,8.35069357511427,atgg33,12.250498824814397,black,white,Resignation,False
24666893,katrain-local,2.7555141445846516,Gordan,2.2695995499590786,black,black,79.5 points,True
24652333,katrain-10k,10.543151700579791,LJgo,13.020673043604411,white,black,Resignation,True
24605650,katrain-6k,6.350236111610151,Jeff Sessions,8.9760652501475,black,white,32.5 points,False
24605728,katrain-weighted,2.467093883015039,hyunsan,6.992476868868639,black,black,133.5 points,False
24615146,katrain-10k,8.35069357511427,atgg33,12.250498824814397,black,white,Resignation,False
24613091,katrain-weighted,0.8811590429901273,CalmTilt,3.2986765505437887,black,black,49.5 points,True
24591543,katrain-10k,9.284987227782072,Colin_Randall,9.272046311266259,white,white,78.5 points,True
24655108,katrain-10k,10.736556351011174,LJgo,14.303197560666616,white,black,Resignation,True
24613153,katrain-10k,7.802595381482071,Alberto Fernandez,10.977344061620798,black,black,41.5 points,True
24605821,katrain-6k,6.350236111610151,Jeff Sessions,8.9760652501475,black,white,Resignation,False
24615235,katrain-10k,8.35069357511427,Go_Rage,10.724236491366614,black,white,Resignation,True
24615274,katrain-10k,8.35069357511427,atgg33,12.250498824814397,black,white,40.5 points,False
24607951,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,black,white,Resignation,False
24665817,katrain-10k,10.089193954850977,thr,10.37003752703825,white,black,5.5 points,True
24611416,katrain-weighted,2.0210952464372802,CalmTilt,3.760142526481534,black,black,87.5 points,True
24640018,katrain-10k,9.025081884036446,Colin_Randall,9.888722192571436,white,white,36.5 points,True
24678629,katrain-10k,8.377358037065697,jerome78,9.519395975449651,black,black,67.5 points,True
24612535,katrain-10k,7.926320999145254,Alberto Fernandez,12.224370731932808,black,white,24.5 points,True
24615452,katrain-10k,8.35069357511427,atgg33,12.250498824814397,black,white,Resignation,False
24615488,katrain-10k,8.140860714950499,Go_Rage,10.809143804088016,black,black,34.5 points,True
24608062,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,black,black,57.5 points,False
24600294,katrain-14k,14.211989865411592,CaPa,17.87054821443239,black,white,8.5 points,True
24617994,katrain-10k,7.248655543144885,arcadiaks666,6.239493565924821,white,white,77.5 points,True
24596180,katrain-10k,9.777650997153472,dlpigozzi,9.67669705796003,white,white,60.5 points,True
24594698,katrain-10k,9.141046704209291,jerome78,10.485305124714873,black,black,70.5 points,True
24599334,katrain-18k,19.697312709483057,alexchanchiman,16.46798183867014,black,black,53.5 points,False
24604253,katrain-18k,18.959331849290606,aysetugan97,18.92937726595789,black,white,3.5 points,False
24613470,katrain-10k,7.802595381482071,Go_Rage,11.285069802052217,black,black,49.5 points,True
24612172,katrain-14k,14.535567731405735,CaPa,18.334028618533537,black,white,18.5 points,True
24615561,katrain-10k,7.750762148826475,atgg33,12.250498824814397,white,black,Resignation,False
24640818,katrain-10k,9.232489875775535,dlpigozzi,9.792025570024197,white,white,16.5 points,True
24608345,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,black,black,65.5 points,False
24652526,katrain-weighted,1.4481016620623137,jerrymengxiao,9.074386929396013,black,white,48.5 points,True
24608756,katrain-2k,-0.1767425833059484,gssorgy,0.026870688819879973,black,white,Timeout,True
24676479,katrain-18k,19.736261530248417,Alexey_K,32.76327943198439,black,white,Timeout,True
24677767,katrain-10k,8.190886212292522,b263,9.422511866946639,black,white,11.5 points,True
24653524,katrain-10k,10.310934887374476,caren11,9.921782698071574,black,black,31.5 points,True
24615841,katrain-10k,7.882353982662664,atgg33,12.250498824814397,white,black,25.5 points,False
24652997,katrain-weighted,1.364712084260855,jerrymengxiao,9.154083153292014,black,white,Resignation,True
24666586,katrain-10k,9.138136835319369,GoNono,10.101088202411429,white,black,9.5 points,True
24653214,katrain-weighted,1.3335427594956073,jerrymengxiao,9.226069122490099,black,white,Resignation,True
24644542,katrain-10k,10.267697902868022,celso.martinez.752,9.451754557402946,black,white,Resignation,True
24611123,katrain-weighted,1.5339443756629265,haerim40c7b18c90d5d442ff,5.158156214526564,black,white,Resignation,True
24608515,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,black,white,14.5 points,False
24597678,katrain-weighted,4.721970205628796,alkey,14.418322107304174,black,white,27.5 points,False
24594030,katrain-18k,20.98694000185464,b3rax017,23.992463455884213,black,white,7.5 points,True
24618354,katrain-10k,7.112100018751292,cslee8064,6.011243253032635,white,white,48.5 points,True
24653348,katrain-weighted,1.3579940246376232,jerrymengxiao,9.295087155588128,black,white,Resignation,True
24654218,katrain-14k,15.66319187543391,halbread,23.901360604412627,black,white,Resignation,True
24608206,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,white,white,116.5 points,False
24644252,katrain-10k,10.005693699734135,celso.martinez.752,10.306773696021367,black,black,113.5 points,True
24608665,katrain-10k,9.73849342635932,iambenbenchen,9.178217232888255,black,black,80.5 points,False
24593931,katrain-2k,-1.0577166788372239,alor,-0.7784167136667577,black,white,10.5 points,True
24613299,katrain-10k,7.802595381482071,Derrabe,7.906891789339927,white,white,26.5 points,False
24653581,katrain-18k,21.761383245124104,halbread,24.878953147200175,black,white,Resignation,True
24596995,katrain-18k,21.189205544506613,b3rax017,24.395661941988227,black,white,78.5 points,True
24654804,katrain-weighted,1.3011653576682356,jerrymengxiao,9.427664714960255,black,black,81.5 points,True
24598956,katrain-10k,9.485335767023088,klp335,7.427174408557022,white,white,210.5 points,True
24678516,katrain-balanced,7.894251716061323,celso.martinez.752,10.489912479628519,black,white,Resignation,True
24594311,katrain-2k,-1.3402783994693444,alor,-0.6377435115414087,black,white,18.5 points,True
24612061,katrain-10k,8.421040272798592,jia__0303,18.054354444715564,black,black,107.5 points,False
24654065,katrain-18k,22.824225430617243,halbread,24.6379592173089,black,black,1.5 points,True
24618602,katrain-10k,7.52495192959903,IIykep,14.42910494567709,white,black,175.5 points,False
24608674,katrain-18k,19.47878155379695,bakogo,20.267368232282664,black,black,151.5 points,True
24615592,katrain-10k,7.750762148826475,iambenbenchen,9.178217232888255,black,black,15.5 points,False
24642841,katrain-10k,9.500511398790746,krupuk,9.791192319733433,white,white,18.5 points,True
24679131,katrain-balanced,7.446011176565737,celso.martinez.752,10.839917906926036,black,black,101.5 points,True
24653868,katrain-18k,22.12320251018383,halbread,25.405315793674294,black,black,31.5 points,True
24595105,katrain-2k,-1.7648263159533357,alor,-0.2990348608660085,black,white,Resignation,True
24608849,katrain-weighted,2.009796406677733,jimmy.liu,3.9337081339276025,black,black,47.5 points,True
24612759,katrain-10k,7.926320999145254,neptix,6.798475199723253,white,white,22.5 points,False
24666302,katrain-10k,9.441959530488148,Baou,17.6274272836622,black,white,98.5 points,True
24615745,katrain-10k,7.882353982662664,iambenbenchen,9.178217232888255,black,black,33.5 points,False
24593596,katrain-10k,9.93416789822411,krupuk,8.927480345490377,white,black,Resignation,True
24679319,katrain-balanced,7.529059002321123,celso.martinez.752,10.38428085691141,black,black,0.5 points,True
24666183,katrain-2d,-2.8174808625220678,Alsofa71,4.593548058776303,black,white,Resignation,True
24600361,katrain-2k,-1.1897220115211198,becycy,3.796570034864093,black,white,Resignation,False
24653678,katrain-18k,21.399471948963726,halbread,26.280948682257552,black,black,124.5 points,True
24611474,katrain-weighted,2.0210952464372802,jin24,5.552217605382932,black,black,50.5 points,True
24618190,katrain-10k,7.248655543144885,woqja15,4.236643804181121,white,white,49.5 points,False
24601277,katrain-10k,9.666806683834192,mi94712,7.469060520331272,white,black,59.5 points,False
24666307,katrain-2d,-2.8481811208563386,Alsofa71,4.80941030970855,black,white,Resignation,True
24615878,katrain-10k,7.882353982662664,iambenbenchen,9.178217232888255,black,black,149.5 points,False
24678140,katrain-balanced,7.613391306539114,celso.martinez.752,11.112651971736977,black,black,83.5 points,True
24666777,katrain-influence,5.308156702371829,HaoHua,9.248260984200392,black,white,Resignation,True
24612866,katrain-14k,14.306600912892433,eisya,10.335044537961949,white,black,45.5 points,True
24678762,katrain-balanced,7.655088596952076,celso.martinez.752,11.002522082725523,black,white,Resignation,True
24671896,katrain-10k,8.831030396957868,arcadiaks666,4.944355517935616,white,black,68.5 points,True
24571372,katrain-6k,6.995168956220812,biz20,9.079555395086821,black,black,10.5 points,True
24601483,katrain-10k,9.666806683834192,mi94712,7.469060520331272,white,white,24.5 points,False
24619182,katrain-10k,8.32312821656987,altlenny,7.427517631744081,black,white,Resignation,False
24615458,katrain-10k,8.35069357511427,iambenbenchen,9.178217232888255,black,white,Resignation,False
24666950,katrain-influence,5.341763351836171,HaoHua,9.558719529387542,black,white,Resignation,True
24614619,katrain-10k,8.377702048431932,atgg33,12.250498824814397,white,black,Resignation,False
24599499,katrain-14k,14.182670226226426,Happy20200,10.962984991305714,white,black,Timeout,True
24669731,katrain-territory,6.023989212721684,biz20,9.728691762695547,black,white,Resignation,True
24678859,katrain-balanced,7.29396705210856,celso.martinez.752,11.451258835265417,black,black,64.5 points,True
24601697,katrain-10k,9.666806683834192,mi94712,7.469060520331272,white,black,85.5 points,False
24614684,katrain-10k,8.377702048431932,atgg33,12.250498824814397,white,black,Resignation,False
24653543,katrain-10k,10.310934887374476,iGambler,9.905636408747124,black,black,113.5 points,True
24643032,katrain-6k,5.30339434838217,HaoHua,7.000258295038428,black,white,36.5 points,True
24664478,katrain-influence,5.983402979877763,American1,8.439934789710616,black,black,19.5 points,True
24593021,katrain-14k,14.411276935618384,Light1_110,14.21823303340816,white,white,22.5 points,True
24616109,katrain-10k,8.172679933518445,bledsox,8.596300863540762,white,black,7.5 points,True
24671334,katrain-territory,5.984072414260602,biz20,10.065764328483333,black,white,35.5 points,True
24601924,katrain-10k,9.666806683834192,mi94712,7.469060520331272,white,black,23.5 points,False
24644223,katrain-2k,0.09507674010730938,isaac1994,-0.05932054170106582,black,white,Resignation,False
24666143,katrain-18k,20.048360651310666,cequejevois,21.056304176201905,black,black,90.5 points,True
24617964,katrain-6k,7.158628366347376,HaoHua,7.486439829559789,black,white,23.5 points,True
24651867,katrain-18k,21.227936890347337,ancsik,22.33820266451201,black,white,16.5 points,True
24592005,katrain-14k,14.294102470427347,Light1_110,15.876836984000875,white,black,55.5 points,True
24591181,katrain-10k,8.482525837350334,Colin_Randall,9.734440498016124,white,white,72.5 points,True
24667736,katrain-territory,6.639518526808423,biz20,8.144843245065633,black,white,8.5 points,True
24602185,katrain-10k,9.155922918364496,mi94712,7.469060520331272,white,black,5.5 points,False
24642581,katrain-6k,5.307339357648921,HaoHua,8.351528354360259,black,black,8.5 points,True
24616951,katrain-weighted,0.8508193665141626,Jaafar,5.986566665218636,black,white,4.5 points,True
24669993,katrain-18k,22.667997268019093,Chanuth Jeenavanich,21.424915433863408,black,white,31.5 points,True
24652059,katrain-18k,21.91056958481967,ancsik,22.446003946290272,black,black,18.5 points,True
24677833,katrain-10k,8.522431982184496,Colin_Randall,9.663292449655202,white,black,51.5 points,True
24594192,katrain-14k,14.62915894150248,Light1_110,15.823440113512442,white,black,1.5 points,True
24668030,katrain-territory,6.330993856989192,biz20,8.4264030067994,black,white,38.5 points,True
24617687,katrain-6k,6.8016929475659715,HaoHua,8.824321422606502,black,black,9.5 points,True
24602341,katrain-10k,9.312215136033991,mi94712,7.469060520331272,white,black,11.5 points,False
24679123,katrain-weighted,2.394138120291718,chinwind,5.755679858223367,black,white,Resignation,True
24606646,katrain-weighted,2.964021951262403,Jaafar,5.82629463155569,black,white,Resignation,True
24651974,katrain-18k,20.89281776793954,ancsik,23.489623662820712,black,black,72.5 points,True
24666606,katrain-influence,5.510599323212567,HaoHua,8.740358270237856,black,white,Resignation,True
24596779,katrain-14k,14.243783922710326,Light1_110,15.601513141202256,white,black,65.5 points,True
24639652,katrain-10k,8.524693739602327,Colin_Randall,10.229004836591002,white,white,100.5 points,True
24615681,katrain-10k,7.440961477875188,andyboy315,20.428889909128475,black,white,Resignation,False
24602579,katrain-10k,9.312215136033991,mi94712,7.469060520331272,white,black,9.5 points,False
24607084,katrain-weighted,2.8154954314269993,Jaafar,5.864440841691504,black,white,Resignation,True
24653915,katrain-14k,16.403431014974082,LJgo,13.452532152893927,white,black,6.5 points,True
24644592,katrain-2k,-0.08494266265271477,chmielinski.piotr,9.801788706410736,black,white,37.5 points,False
24599358,katrain-10k,9.784335639280993,Happy20200,15.591356534285975,black,black,15.5 points,True
24609039,katrain-14k,14.981585511593124,Light1_110,15.029331807378481,white,black,53.5 points,True
24602715,katrain-10k,9.312215136033991,mi94712,7.469060520331272,white,black,21.5 points,False
24654693,katrain-14k,16.25328271335769,LJgo,14.363943155473303,white,black,17.5 points,True
24665919,katrain-18k,20.001709983864444,a5744585,17.641331285010686,white,white,44.5 points,True
24617363,katrain-10k,8.051265727575839,cslee8064,6.168010093754294,white,white,125.5 points,True
24613743,katrain-18k,20.63027373830719,ophelia-ophelia,21.102176582239558,white,white,46.5 points,True
24600124,katrain-2d,-3.6101016627868177,chocobanana,4.736116006024329,black,white,36.5 points,True
24599626,katrain-2k,-1.4861061430832123,chocobanana,5.32450076599811,black,white,Resignation,True
24604341,katrain-14k,13.449603696534407,happyguyme,17.251550949649683,black,black,85.5 points,True
24607399,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,black,53.5 points,False
24654980,katrain-14k,16.143908284631724,LJgo,14.439810048584425,white,white,25.5 points,True
24609166,katrain-14k,14.679496343730131,Light1_110,15.415342009762176,white,black,26.5 points,True
24641770,katrain-18k,20.68919102236416,alasala,10.731985838516994,white,black,31.5 points,False
24615402,katrain-18k,20.981278628314293,RedCon,16.487679913479695,white,black,24.5 points,False
24570986,katrain-10k,8.480182595434748,dlpigozzi,9.173204566079143,white,white,40.5 points,True
24641839,katrain-18k,20.68919102236416,alasala,10.731985838516994,white,black,Resignation,False
24617565,katrain-14k,14.562457904828204,Light1_110,15.302537134328004,white,white,20.5 points,True
24607527,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,white,24.5 points,False
24595812,katrain-18k,21.747026131879636,ophelia-ophelia,18.418380751145307,white,black,71.5 points,True
24639449,katrain-2d,-3.0854639320217316,hero1988,5.870423362901711,black,black,72.5 points,True
24656373,katrain-14k,16.378563015168744,tkirven,14.980600889249525,white,white,18.5 points,True
24639578,katrain-10k,8.21468214432354,IIykep,14.787680164725762,white,white,30.5 points,False
24641973,katrain-18k,20.68919102236416,alasala,10.731985838516994,white,white,8.5 points,False
24612198,katrain-18k,20.210019589088162,richard08002003,27.14245320735885,white,black,117.5 points,False
24594078,katrain-14k,14.024061723971892,Light1_110,16.821895240241375,white,white,27.5 points,True
24607646,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,white,8.5 points,False
24597162,katrain-18k,21.530368068228352,ophelia-ophelia,18.831508837345655,white,black,165.5 points,True
24656905,katrain-2d,-2.539347492045657,hero1988,6.1094785148501565,black,black,6.5 points,True
24610731,katrain-10k,8.621665317407274,kprobert,5.5884159872424135,white,white,10.5 points,True
24643248,katrain-18k,20.52599636563196,alasala,10.731985838516994,white,white,14.5 points,False
24638779,katrain-6k,6.775811044122754,herr,10.75014513948043,black,white,Resignation,True
24656593,katrain-14k,16.497954798945763,tkirven,14.655136258433684,white,white,38.5 points,True
24612440,katrain-18k,20.210019589088162,richard08002003,27.14245320735885,white,black,121.5 points,False
24607760,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,black,37.5 points,False
24594386,katrain-14k,14.183971011934549,Light1_110,16.48923628489326,white,white,46.5 points,True
24611121,katrain-10k,8.862614311988118,kprobert,5.7593123557943215,white,black,Resignation,True
24597058,katrain-18k,21.189205544506613,ophelia-ophelia,19.332679767122293,white,white,35.5 points,True
24666874,katrain-dev,7.534131811054063,herr,10.914178588956226,black,black,62.5 points,True
24656788,katrain-14k,16.780226534675265,tkirven,14.36321922612549,white,black,109.5 points,True
24604788,katrain-14k,14.408285631336623,LJgo,13.910830827872786,white,white,34.5 points,True
24603176,katrain-18k,20.228344140000143,aysetugan97,18.92937726595789,white,white,113.5 points,False
24607888,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,white,56.5 points,False
24641901,katrain-18k,20.68919102236416,Tianxia,19.474418973828,white,white,32.5 points,False
24653884,katrain-local,3.837750202243651,HeyHeyTaeTae,9.9008588023223,black,white,Resignation,True
24640209,katrain-18k,21.535212765288776,ophelia-ophelia,19.054433804227433,white,black,89.5 points,True
24604899,katrain-14k,14.727272083676343,LJgo,13.637423198284267,white,white,48.5 points,True
24672283,katrain-14k,16.27657321918675,tkirven,14.741825355012075,white,black,3.5 points,True
24607984,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,white,56.5 points,False
24603488,katrain-18k,20.228344140000143,aysetugan97,18.92937726595789,white,black,24.5 points,False
24610562,katrain-18k,20.61746890415982,余文霜,12.250498824814397,white,black,23.5 points,False
24615463,katrain-10k,8.35069357511427,kprobert,6.960898416455443,white,black,Resignation,True
24653387,katrain-local,4.132786370448105,HeyHeyTaeTae,9.242297910852841,black,white,6.5 points,True
24608170,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,black,3.5 points,False
24653513,katrain-local,4.048256167640325,HeyHeyTaeTae,9.325048644284937,black,white,Resignation,True
24640296,katrain-18k,21.02508937021859,ophelia-ophelia,19.43594381715412,white,black,83.5 points,True
24669182,katrain-14k,14.858278427762905,LJgo,13.547656270304394,white,white,40.5 points,True
24673519,katrain-14k,16.24892920567885,tkirven,14.773414046812505,white,black,27.5 points,True
24594431,katrain-10k,8.741404017639493,krupuk,9.329462413627553,white,white,58.5 points,True
24610034,katrain-18k,20.0222979013742,경훈주방가구,12.250498824814397,white,white,162.5 points,True
24603759,katrain-18k,20.228344140000143,aysetugan97,18.92937726595789,white,black,116.5 points,False
24678135,katrain-local,4.705501720291334,HeyHeyTaeTae,9.946724657402196,black,white,34.5 points,True
24608276,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,white,10.5 points,False
24675519,katrain-18k,21.187765820873437,ophelia-ophelia,19.64929058007874,white,black,Resignation,True
24669623,katrain-14k,14.817070101598883,LJgo,13.792458458220281,white,black,Resignation,True
24674456,katrain-14k,16.181812893782627,tkirven,14.846352236555015,white,black,Resignation,True
24591281,katrain-10k,8.482525837350334,smoothermate,8.673041019732924,white,white,46.5 points,False
24665797,katrain-18k,21.042291677360353,a5744585,16.523097378844028,white,black,21.5 points,True
24608401,katrain-10k,9.73849342635932,mi94712,7.469060520331272,white,black,3.5 points,False
24597299,katrain-18k,20.88768030245935,b3rax017,24.434567360204046,white,black,17.5 points,True
24650773,katrain-local,5.753663756644826,HeyHeyTaeTae,9.493908286176755,black,black,3.5 points,True
24669911,katrain-14k,14.820159914765204,LJgo,13.84868776698682,white,white,22.5 points,True
24651629,katrain-18k,21.227936890347337,philippemlaroche,16.783754911449535,white,white,114.5 points,True
24653635,katrain-2d,-2.643461691368991,argen1204,-4.050708953960914,white,black,Timeout,True
24642741,katrain-10k,9.500511398790746,neptix,6.798475199723253,white,white,51.5 points,False
24607709,katrain-18k,18.907269896325733,BZSolarDot,26.996071924982072,white,white,12.5 points,True
24603774,katrain-14k,12.953407987232517,LJgo,15.191900501894256,white,white,62.5 points,True
24596685,katrain-18k,21.189205544506613,RainerGrass,19.007112806980196,white,black,Timeout,True
24603446,katrain-14k,14.055814355396283,LJgo,14.820678637011259,white,black,3.5 points,True
24666676,katrain-18k,21.78988554673922,a5744585,17.116810797016406,white,white,26.5 points,True
24609905,katrain-18k,20.26448811850969,BZSolarDot,28.076539832191486,white,black,57.5 points,True
24654225,katrain-2d,-2.6365918906247785,argen1204,-4.051631224228686,white,white,92.5 points,True
24604109,katrain-14k,13.343720195846814,happyguyme,15.647454223284033,white,black,Resignation,True
24614579,katrain-18k,21.830553773669713,RedCon,16.487679913479695,white,black,Resignation,False
24595975,katrain-10k,9.777650997153472,Sean99,6.073625874195084,white,white,36.5 points,False
24598177,katrain-18k,18.70428999074077,FabianMinimal,18.53611574483262,white,white,26.5 points,True
24669771,katrain-14k,14.457452041398152,LJgo,14.11781930264581,white,white,6.5 points,True
24609972,katrain-18k,20.096144739398042,BZSolarDot,28.459213322002334,white,black,Resignation,True
24652110,katrain-18k,21.91056958481967,BZSolarDot,27.17594360774953,white,black,92.5 points,True
24655455,katrain-2d,-2.5507998285837346,argen1204,-4.185200498932701,white,black,Timeout,True
24615701,katrain-14k,13.883006969305114,Light1_110,14.822599239710655,white,white,52.5 points,True
24614739,katrain-18k,21.51486915579947,RedCon,16.487679913479695,white,white,7.5 points,False
24602769,katrain-18k,18.962460370750392,GoNono,10.820429256645497,white,white,168.5 points,True
24596328,katrain-10k,9.454760747392015,Sean99,6.073625874195084,white,white,106.5 points,False
24668866,katrain-14k,14.675648695152228,ManAllow,9.363936175688657,white,white,20.5 points,True
24657442,katrain-2d,-2.2529202854742536,argen1204,-4.184586182845528,white,black,33.5 points,True
24603115,katrain-14k,13.964786238845132,LJgo,14.649770448116378,white,black,Resignation,True
24611044,katrain-18k,20.422718237005338,BZSolarDot,28.761947656601528,white,black,136.5 points,True
24614065,katrain-18k,21.09498848244774,BZSolarDot,28.879855968212357,white,white,4.5 points,True
24602340,katrain-18k,18.962460370750392,monkmachinas,13.334134463988722,white,white,62.5 points,False
24596670,katrain-10k,9.517143176896617,Sean99,6.073625874195084,white,white,120.5 points,False
24615056,katrain-18k,21.51486915579947,RedCon,16.487679913479695,white,black,5.5 points,False
24595950,katrain-14k,14.777767842567961,Onion Lim,13.389379583310252,white,black,Resignation,True
24604226,katrain-14k,13.343720195846814,LJgo,14.819309374164,white,white,27.5 points,True
24664412,katrain-2d,-2.5257059452884505,argen1204,-4.080846095646407,white,black,Timeout,True
24670675,katrain-10k,9.284286259482286,serereuk,10.278033323899379,white,black,41.5 points,True
24676738,katrain-18k,19.110230352944274,Allesmachterneu,14.194506935672797,white,black,10.5 points,True
24592789,katrain-18k,20.58352664532314,clementbracus,10.403639778738764,white,white,50.5 points,False
24671086,katrain-18k,21.257831831158963,subzak.paul,22.184282795402844,white,black,21.5 points,True
24614487,katrain-18k,21.830553773669713,Chanuth Jeenavanich,25.020810811707804,white,black,73.5 points,True
24604336,katrain-14k,13.449603696534407,LJgo,14.26643315036324,white,black,31.5 points,True
24598694,katrain-14k,14.77466260610543,panklik,12.78291844055045,white,black,19.5 points,True
24665465,katrain-2d,-2.727346177072043,argen1204,-4.094447268817248,white,white,15.5 points,True
24640255,katrain-10k,9.817814590306579,tukohan,10.76183770459285,white,black,17.5 points,True
24610924,katrain-18k,20.667972437363016,Cruz,12.250498824814397,white,black,Resignation,False
24600773,katrain-18k,19.212985194602766,AMgonet,18.885416520200113,white,white,60.5 points,True
24598988,katrain-14k,14.742648176101554,panklik,12.96624971099606,white,black,Resignation,True
24665614,katrain-18k,21.64642954220475,dddmm,21.031834152649125,white,black,32.5 points,True
24656174,katrain-18k,21.831785205358326,tkirven,15.146862747968898,white,white,92.5 points,True
24604472,katrain-14k,13.087585264334074,LJgo,14.669953230112196,white,white,7.5 points,True
24665997,katrain-2d,-2.833348192554176,argen1204,-4.271511485947826,white,black,Timeout,True
24642949,katrain-10k,9.500511398790746,Vit27,9.942143508443156,white,white,57.5 points,True
24598847,katrain-14k,14.497747362395867,panklik,13.346054477500399,white,white,72.5 points,True
24615772,katrain-18k,20.96039861372019,fpdlwld,12.250498824814397,white,white,122.5 points,True
24604613,katrain-14k,13.489900717254887,LJgo,14.142473622449783,white,white,14.5 points,True
24652825,katrain-18k,21.761383245124104,Helm Mut,15.346031230510942,white,white,12.5 points,True
24604025,katrain-18k,19.744346494420835,aysetugan97,18.92937726595789,white,black,54.5 points,False
24675401,katrain-18k,21.187765820873437,verjoh,18.691314927950962,white,white,27.5 points,True
24666691,katrain-2d,-2.8739473313821335,argen1204,-4.273409581268616,white,white,19.5 points,True
24608680,katrain-10k,9.73849342635932,곽철용,10.680377389678831,white,black,Resignation,True
24617920,katrain-14k,14.634939777321213,salihgececi,18.00541650594047,white,black,Resignation,True
24594842,katrain-18k,21.15982394133125,hypophis,18.419594634883545,white,white,154.5 points,True
24603278,katrain-14k,13.292283141666939,LJgo,15.153691160613661,white,white,50.5 points,True
24667040,katrain-2d,-2.685543366336603,argen1204,-4.521737785330444,white,black,47.5 points,True
24592872,katrain-18k,20.58352664532314,FredrikSchirén,15.770020634876067,white,white,50.5 points,True
24604487,katrain-18k,19.8698597909604,aysetugan97,18.92937726595789,white,black,38.5 points,False
24619164,katrain-18k,22.117508612203295,alasala,10.731985838516994,white,black,33.5 points,False
24676208,katrain-2k,0.7445558893900532,a36636,-0.40985749976505303,white,white,5.5 points,True
24670665,katrain-14k,15.540389414997867,a5744585,16.649436468572844,white,white,60.5 points,True
24596008,katrain-18k,21.221527307457173,J.R.Owen,18.26584401413991,white,black,49.5 points,True
24603625,katrain-14k,13.417393981549754,LJgo,15.056076407951378,white,black,Resignation,True
24668078,katrain-2d,-2.8465881815699063,argen1204,-4.479759830349998,white,black,34.5 points,True
24594721,katrain-18k,20.784120498246438,hypophis,18.766166912946336,white,white,70.5 points,True
24639042,katrain-18k,22.117508612203295,alasala,10.731985838516994,white,white,18.5 points,False
24610442,katrain-18k,20.61746890415982,Jack Wong,12.044018300855363,white,black,Timeout,True
24665498,katrain-18k,22.265402803237144,beo.lun.52,19.12258844032088,white,black,Timeout,True
24603421,katrain-14k,13.688250464092011,panklik,12.882170401142808,white,black,61.5 points,True
24606879,katrain-18k,19.8698597909604,BZSolarDot,25.349296176185625,white,black,Resignation,True
24618619,katrain-14k,15.199088492322693,alasala,10.731985838516994,white,black,29.5 points,False
24676754,katrain-2k,0.99057109679433,a36636,-0.5722247964312999,white,white,102.5 points,True
24656194,katrain-18k,21.831785205358326,n-ks,30.848838880950648,white,white,66.5 points,True
24657494,katrain-2d,-2.2529202854742536,chuanjieleng,-3.3469608442815044,white,white,140.5 points,True
24603273,katrain-14k,13.602756465976743,panklik,13.485422727404444,white,white,26.5 points,True
24618436,katrain-18k,22.714843609506083,KKkanbolat,14.968047513147864,white,white,19.5 points,False
24618720,katrain-14k,15.199088492322693,alasala,10.731985838516994,white,black,10.5 points,False
24669975,katrain-2k,0.004501577901891096,a36636,0.39702946524103666,white,white,149.5 points,True
24615323,katrain-18k,20.981278628314293,KKkanbolat,15.18956059739748,white,white,38.5 points,True
24606955,katrain-18k,19.71418680803743,BZSolarDot,25.764328152944696,white,black,61.5 points,True
24618824,katrain-14k,15.199088492322693,alasala,10.731985838516994,white,black,Timeout,False
24657672,katrain-2d,-2.4261134569029252,chuanjieleng,-3.571842016619989,white,black,41.5 points,True
24676020,katrain-influence,4.323174224722777,Peter Han,-4.558780390179727,white,black,Timeout,True
