bot-name, ogs_rank_user, move_quality_total_bot, move_quality_total_user, move_quality_0-50_bot, move_quality_0-50_user, move_quality_25-75_bot, move_quality_25-75_user, move_quality_50-100_bot, move_quality_50-100_user, move_quality_75-125_bot, move_quality_75-125_user, move_quality_100-150_bot, move_quality_100-150_user, move_quality_125-175_bot, move_quality_125-175_user, move_quality_150-200_bot, move_quality_150-200_user, move_quality_175-225_bot, move_quality_175-225_user, move_quality_200-250_bot, move_quality_200-250_user, move_quality_225-275_bot, move_quality_225-275_user, move_quality_250-300_bot, move_quality_250-300_user, move_quality_275-325_bot, move_quality_275-325_user, move_quality_300-350_bot, move_quality_300-350_user
2d, -1.9376479999999994, -0.27171, 4.81266, -0.97824, 1.27486, -2.21975, -0.97824, -0.90291, -1.34401, -1.89480, 2.35814, 1.17459, -0.59389, 1.58389, -1.05282, 0.88152, 1.58389, 1.47947, 3.76166, 0.06480, 7.26375, 0.32737, 7.48973, 2.01658, 12.51091, 2.83894, 25.64195, 1.79714, 28.71135
2k, 1.6743330000000007, 1.47947, 3.76166, -0.67233, 1.17459, 1.90606, 11.28063, 4.19435, 8.73352, 3.09130, 3.48635, 1.58389, 5.66412
2d, -2.159610999999998, -0.82683, -1.76082, 0.15131, -0.27171, 0.32737, -0.18897, -2.09144, -3.06173, -2.34592, -1.05282, 0.15131, 0.06480, 1.79714, -4.50803, -0.51462, -2.02646, 0.69226, -0.67233, 0.41696, -1.05282, 0.23883, 1.47947, 0.69226, 2.47551
10k, 9.680883999999999, 9.29452, 11.66893, 9.59142, 6.62364, 10.22263, 6.42176, 7.72268, 7.04431, 7.48973, 7.04431, 8.73352, 13.45841, 10.91129, 17.32539, 12.51091, 19.22785, 10.22263, 16.52780, 8.73352, 11.66893
2k, 1.8923449999999988, 2.83894, 0.41696, 0.69226, -1.76082, -0.35355, 0.41696, 2.35814, -1.19981, 5.84654, 1.47947, 5.66412, 2.47551, 4.49719, 5.66412, 3.62275, 5.66412
2k, 2.4398380000000017, 2.35814, 4.04735, 3.09130, -0.35355, 6.42176, -0.10533, 2.96407, 2.47551, -0.27171, 4.34426, 2.12873, 1.17459, 2.83894, 0.78630, 3.35236, 9.29452, 1.37647, 11.28063, 0.32737, 6.22512, 2.83894, 6.42176, 6.83105, 12.96985
wei, 7.453966000000001, 4.81266, 5.31196, -3.61053, 6.03347, 0.32737, 6.62364, 5.48600, 0.06480, 4.34426, 13.98069, 4.65328, 12.96985, 4.97546, 3.62275, 5.66412, 5.48600, 9.59142, 8.73352, 9.29452, 7.48973, 10.55913, 9.29452, 10.55913, 8.73352, 15.80630, 5.48600, 16.52780, 10.91129
2k, 2.209752999999999, 2.01658, 3.90316, 0.88152, -1.69292, 2.01658, 12.96985, 0.15131, 9.00882, -1.05282, 1.79714, 4.49719, 3.22071, 5.14184, 5.48600, 2.71585, 5.31196, 5.14184, 7.26375, 3.90316, 8.46788, 1.07564, 9.90045, 2.83894, 12.07822
2k, 2.3328200000000017, 2.47551, 7.04431, 4.65328, 8.73352, 2.83894, 6.22512, 1.27486, 7.72268, 0.59938, 10.22263
wei, 7.3319079999999985, 6.62364, 8.46788, -3.81937, 5.14184, 1.37647, 7.04431, 1.79714, 5.48600, -2.83057, 2.35814, 1.17459, 13.45841, 6.03347, 15.80630, 9.59142, 11.66893, 12.51091, 11.66893, 11.66893, 10.91129, 9.29452, 7.48973, 13.45841, 10.22263, 20.39478, 14.54169
loc, 3.711162999999999, 2.35814, 4.97546, 7.04431, 1.17459, 4.65328, 2.12873, 2.71585, 4.81266, 7.96302, 3.22071, 9.90045, 4.65328, 8.73352, 6.22512, 0.78630, 9.29452, 2.71585, 9.90045, 3.22071, 4.97546, 3.09130, 3.09130, 2.96407, 5.66412, 0.97796, 9.29452, -0.59389, 10.91129, -1.12667, 14.54169
2k, 2.0676859999999984, 4.04735, 3.90316, 2.24257, -2.53132, 2.35814, 0.69226, 5.14184, 9.29452, 5.31196, 10.55913
